t,y,x,id,parent_id,seg_id
2,501.6241900647948,183.86177105831533,2_186,1_186,186
2,501.140350877193,19.82894736842105,2_189,1_189,189
2,430.7307692307692,370.7307692307692,2_197,1_197,197
2,459.686320754717,355.9669811320755,2_200,1_200,200
2,449.57758620689657,491.36551724137934,2_204,1_204,204
2,436.6857638888889,527.4895833333334,2_225,1_225,225
2,551.4119278779473,939.9556171983356,2_257,1_257,257
2,558.2607204116638,969.8593481989708,2_270,1_270,270
2,395.17857142857144,1024.6785714285713,2_284,1_284,284
2,412.18769716088326,1042.6813880126183,2_288,1_288,288
2,347.0812641083522,781.6975169300226,2_305,1_305,305
2,372.7310195227766,759.8177874186551,2_315,1_315,315
2,639.858543417367,382.406162464986,2_326,1_326,326
2,673.7305555555556,393.7111111111111,2_333,1_333,333
2,677.4464285714286,282.1709183673469,2_353,1_353,353
2,512.9275862068965,876.1655172413793,2_363,1_363,363
2,494.1326164874552,902.168458781362,2_366,1_366,366
3,176.42,468.47285714285715,3_1,2_1,1
3,20.099078341013826,169.89861751152074,3_10,2_10,10
3,18.857442348008387,190.39622641509433,3_12,2_12,12
3,48.949919224555735,248.3004846526656,3_16,2_16,16
3,37.88,685.7093333333333,3_24,,24
3,151.03813559322035,359.739406779661,3_25,2_25,25
3,151.45478036175712,423.19121447028425,3_32,2_32,32
3,181.89405684754522,401.66925064599485,3_33,2_33,33
3,156.81967213114754,510.87481371087927,3_41,2_41,41
3,281.2681047765794,247.5993836671803,3_50,2_50,50
3,296.8090909090909,277.2,3_51,2_51,51
3,302.83885209713026,323.18984547461366,3_55,2_55,55
3,298.1666666666667,353.5692640692641,3_63,2_63,63
3,200.73607038123168,812.0938416422288,3_76,2_76,76
3,219.34412265758093,839.5706984667802,3_86,2_86,86
3,182.97845601436265,951.9982046678635,3_94,2_94,94
3,217.69832402234636,959.4040968342645,3_98,2_98,98
3,233.52504638218923,918.4935064935065,3_102,2_102,102
3,249.08665105386416,938.0327868852459,3_112,2_112,112
3,457.7398119122257,81.67711598746081,3_125,2_125,125
3,466.381512605042,118.97310924369748,3_133,2_133,133
3,506.69620253164555,53.89715189873418,3_137,2_137,137
3,514.1971326164875,131.84587813620072,3_143,2_141,143
3,549.8218181818182,123.78545454545454,3_144,,144
3,569.1021897810219,163.8029197080292,3_151,2_151,151
3,596.6891651865009,195.21492007104797,3_161,2_161,161
3,578.8564102564103,48.08376068376069,3_169,2_169,169
3,488.054844606947,226.6636197440585,3_177,2_177,177
3,500.0,184.7801268498943,3_186,2_186,186
3,501.0064655172414,18.950431034482758,3_189,2_189,189
3,431.0285714285714,368.66530612244895,3_197,2_197,197
3,460.87350835322195,354.17183770883054,3_200,2_200,200
3,449.7545008183306,493.28150572831424,3_204,2_204,204
3,435.09632224168126,531.2381786339755,3_225,2_225,225
3,550.4601648351648,936.3035714285714,3_257,2_257,257
3,557.9427168576104,968.5957446808511,3_270,2_270,270
3,393.15930599369085,1022.7555205047319,3_284,2_284,284
3,411.7966360856269,1041.7675840978593,3_288,2_288,288
3,346.7307692307692,781.8710407239819,3_305,2_305,305
3,372.45891783567134,760.6673346693386,3_315,2_315,315
3,640.6977401129943,380.56779661016947,3_326,2_326,326
3,672.6525885558583,393.54768392370573,3_333,2_333,333
3,676.6017699115044,282.820796460177,3_353,2_353,353
3,511.2256097560976,876.0762195121952,3_363,2_363,363
3,495.98,903.5533333333333,3_366,2_366,366
4,177.71022727272728,469.24857954545456,4_1,3_1,1
4,14.542713567839195,170.178391959799,4_10,3_10,10
4,26.105263157894736,186.43020594965674,4_12,3_12,12
4,51.5,248.85922330097088,4_16,3_16,16
4,32.12244897959184,693.5034013605442,4_24,3_24,24
4,161.87234042553192,356.43971631205676,4_28,3_25,28
4,130.7902097902098,359.5804195804196,4_29,,29
4,151.88834951456312,423.91990291262135,4_32,3_32,32
4,180.09619686800895,400.94183445190157,4_33,3_33,33
4,155.5037147102526,511.88707280832097,4_41,3_41,41
4,282.2730158730159,245.7746031746032,4_50,3_50,50
4,294.95238095238096,274.98511904761904,4_51,3_51,51
4,300.7733333333333,319.64,4_55,3_55,55
4,297.51187904967605,354.69114470842334,4_63,3_63,63
4,200.67521367521368,813.1125356125356,4_76,3_76,76
4,221.02260869565217,844.224347826087,4_86,3_86,86
4,180.8998035363458,949.0294695481336,4_94,3_94,94
4,214.81754385964913,959.9122807017544,4_98,3_98,98
4,233.93617021276594,918.7429078014185,4_102,3_102,102
4,249.93574297188755,936.4618473895582,4_112,3_112,112
4,456.6910197869102,84.56164383561644,4_125,3_125,125
4,466.4943820224719,118.69502407704655,4_133,3_133,133
4,503.74603174603175,54.27936507936508,4_137,3_137,137
4,514.3076923076923,125.33727810650888,4_143,3_143,143
4,548.7054455445544,120.36633663366337,4_144,3_144,144
4,573.3767908309455,163.82234957020057,4_151,3_151,151
4,610.6483516483516,198.72527472527472,4_163,3_161,163
4,582.2,206.14054054054054,4_164,3_161,164
4,579.3956594323873,47.01335559265443,4_169,3_169,169
4,491.794964028777,224.75539568345323,4_177,3_177,177
4,498.5673289183223,185.73289183222957,4_186,3_186,186
4,500.3471615720524,19.17467248908297,4_189,3_189,189
4,431.7600806451613,368.866935483871,4_197,3_197,197
4,463.47417840375584,352.7981220657277,4_200,3_200,200
4,449.5848142164782,494.32148626817445,4_204,3_204,204
4,435.563122923588,535.626245847176,4_225,3_225,225
4,547.5040871934605,937.1798365122615,4_257,3_257,257
4,556.5502392344498,969.8309409888358,4_270,3_270,270
4,391.8493870402802,1021.5288966725044,4_284,3_284,284
4,412.0261538461538,1041.7907692307692,4_288,3_288,288
4,343.80353200883,782.5805739514349,4_305,3_305,305
4,370.6815415821501,763.8397565922921,4_315,3_315,315
4,640.3636363636364,380.23930481283423,4_326,3_326,326
4,673.1885026737968,394.2633689839572,4_333,3_333,333
4,677.9158110882956,289.5420944558522,4_353,3_353,353
4,511.60790273556233,879.0091185410334,4_363,3_363,363
4,493.3071672354949,904.3924914675767,4_366,3_366,366
5,178.14186369958276,467.6008344923505,5_1,4_1,1
5,28.521834061135372,183.05021834061137,5_12,4_12,12
5,51.728867623604465,247.79904306220095,5_16,4_16,16
5,33.99810606060606,687.6287878787879,5_24,4_24,24
5,165.66006600660066,351.62706270627064,5_28,4_28,28
5,129.07836990595612,350.6332288401254,5_29,4_29,29
5,153.50123456790124,422.9456790123457,5_32,4_32,32
5,181.32181425485962,398.732181425486,5_33,4_33,33
5,154.3958944281525,511.6011730205279,5_41,4_41,41
5,284.30194805194805,244.0974025974026,5_50,4_50,50
5,293.61309523809524,273.33184523809524,5_51,4_51,51
5,292.8776978417266,309.9064748201439,5_55,4_55,55
5,300.0503144654088,353.6813417190776,5_63,4_63,63
5,200.43115438108484,813.5424200278164,5_76,4_76,76
5,219.94171220400727,847.6010928961749,5_86,4_86,86
5,182.05061082024432,948.696335078534,5_94,4_94,94
5,218.4401993355482,956.2923588039868,5_98,4_98,98
5,239.65579710144928,914.4003623188406,5_102,4_102,102
5,266.5,925.546052631579,5_114,4_112,114
5,240.38938053097345,938.4867256637168,5_115,4_112,115
5,454.7947882736156,88.14169381107492,5_125,4_125,125
5,468.3450381679389,120.70839694656489,5_133,4_133,133
5,500.87057010785827,53.68412942989214,5_137,4_137,137
5,512.5809248554913,127.79190751445087,5_143,4_143,143
5,549.3216783216783,123.59673659673659,5_144,4_144,144
5,564.9155313351498,161.92643051771117,5_151,4_151,151
5,611.3287671232877,198.27397260273972,5_163,4_163,163
5,584.5379061371841,207.72202166064983,5_164,4_164,164
5,577.8429054054054,47.70608108108108,5_169,4_169,169
5,493.9895287958115,227.75567190226877,5_177,4_177,177
5,492.6314655172414,182.3448275862069,5_186,4_186,186
5,495.8747433264887,21.137577002053387,5_189,4_189,189
5,430.36345381526104,364.63253012048193,5_197,4_197,197
5,462.9127182044888,354.8728179551122,5_200,4_200,200
5,447.5599393019727,494.0166919575114,5_204,4_204,204
5,439.3233333333333,537.6566666666666,5_225,4_225,225
5,548.4144736842105,937.6960526315789,5_257,4_257,257
5,558.8807189542483,968.3823529411765,5_270,4_270,270
5,390.6661341853035,1020.1613418530352,5_284,4_284,284
5,413.9922720247295,1042.2194744976816,5_288,4_288,288
5,341.84531590413945,781.2875816993464,5_305,4_305,305
5,368.03080082135523,763.7700205338809,5_315,4_315,315
5,641.3941411451398,377.96005326231693,5_326,4_326,326
5,671.4944134078212,394.0698324022346,5_333,4_333,333
5,675.2816593886463,287.12227074235807,5_353,4_353,353
5,507.04713804713805,878.8417508417508,5_363,4_363,363
5,497.2439862542955,903.106529209622,5_366,4_366,366
6,180.6937931034483,469.6551724137931,6_1,5_1,1
6,33.337606837606835,184.26923076923077,6_12,5_12,12
6,52.52215189873418,244.15506329113924,6_16,5_16,16
6,35.143572621035055,679.3706176961603,6_24,5_24,24
6,164.1782729805014,350.2701949860724,6_28,5_28,28
6,131.28296703296704,350.1868131868132,6_29,5_29,29
6,154.33786848072563,423.2766439909297,6_32,5_32,32
6,179.73630831643,399.97160243407706,6_33,5_33,33
6,154.93400286944046,511.80057388809183,6_41,5_41,41
6,284.665568369028,240.43657331136737,6_50,5_50,50
6,299.49337260677464,270.31664212076583,6_51,5_51,51
6,294.9667832167832,307.38286713286715,6_55,5_55,55
6,300.5774336283186,353.7632743362832,6_63,5_63,63
6,198.516452074392,811.8769670958512,6_76,5_76,76
6,223.94833948339485,848.4630996309963,6_86,5_86,86
6,186.10294117647058,950.6388888888889,6_94,5_94,94
6,221.18600368324124,964.3075506445672,6_98,5_98,98
6,242.2754716981132,913.722641509434,6_102,5_102,102
6,265.70750988142294,926.6363636363636,6_114,5_114,114
6,240.4308300395257,942.8260869565217,6_115,5_115,115
6,452.5648734177215,91.50632911392405,6_125,5_125,125
6,471.26974664679585,121.83159463487333,6_133,5_133,133
6,499.5318181818182,54.15151515151515,6_137,5_137,137
6,512.7485549132948,130.14450867052022,6_143,5_143,143
6,553.0638766519824,130.05286343612335,6_144,5_144,144
6,578.4538461538461,159.65384615384616,6_153,5_151,153
6,549.8798586572439,172.08833922261485,6_154,5_151,154
6,610.4226804123712,199.24398625429552,6_163,5_163,163
6,586.8686868686868,203.95286195286195,6_164,5_164,164
6,579.6155088852988,47.53311793214863,6_169,5_169,169
6,495.8164665523156,229.2744425385935,6_177,5_177,177
6,492.9094736842105,185.57263157894738,6_186,5_186,186
6,498.2124248496994,21.324649298597194,6_189,5_189,189
6,431.3797709923664,363.28625954198475,6_197,5_197,197
6,464.14832535885165,354.688995215311,6_200,5_200,200
6,448.1753048780488,493.7378048780488,6_204,5_204,204
6,438.32339089481945,537.9105180533752,6_225,5_225,225
6,549.1753494282084,938.9072426937738,6_257,5_257,257
6,557.5409309791332,972.2841091492777,6_270,5_270,270
6,391.0245901639344,1021.1491803278689,6_284,5_284,284
6,412.4138929088278,1043.6237337192474,6_288,5_288,288
6,344.16767676767677,783.0080808080808,6_305,5_305,305
6,370.6905263157895,763.7452631578948,6_315,5_315,315
6,640.7706919945726,380.49796472184534,6_326,5_326,326
6,668.5013774104683,392.60881542699724,6_333,5_333,333
6,680.2859848484849,280.4753787878788,6_353,5_353,353
6,502.6530612244898,882.7687074829932,6_363,5_363,363
6,499.77777777777777,902.7222222222222,6_366,5_366,366
7,179.57645466847092,467.67388362652235,7_1,6_1,1
7,30.77987421383648,182.61215932914047,7_12,6_12,12
7,50.56350364963504,240.6029197080292,7_16,6_16,16
7,35.63803680981595,675.1901840490798,7_24,6_24,24
7,167.5521327014218,354.15876777251185,7_28,6_28,28
7,131.60591133004925,350.3128078817734,7_29,6_29,29
7,157.241452991453,424.88247863247864,7_32,6_32,32
7,181.93116634799236,395.8757170172084,7_33,6_33,33
7,153.73065902578796,509.7292263610315,7_41,6_41,41
7,283.3343949044586,241.0859872611465,7_50,6_50,50
7,302.210970464135,272.74964838255977,7_51,6_51,51
7,290.27522935779814,306.5834862385321,7_55,6_55,55
7,300.34799235181646,351.24856596558317,7_63,6_63,63
7,201.2363387978142,811.5,7_76,6_76,76
7,221.06506849315068,847.6181506849315,7_86,6_86,86
7,184.45040650406503,950.3772357723577,7_94,6_94,94
7,219.98497495826376,970.0016694490818,7_98,6_98,98
7,237.28904847396768,917.5385996409336,7_102,6_102,102
7,266.7859531772575,923.0401337792642,7_114,6_114,114
7,242.3,945.7352941176471,7_115,6_115,115
7,450.5529595015576,91.61526479750779,7_125,6_125,125
7,471.7298850574713,120.28448275862068,7_133,6_133,133
7,501.7608695652174,53.18695652173913,7_137,6_137,137
7,510.9592391304348,131.47826086956522,7_143,6_143,143
7,549.3567134268537,127.53507014028057,7_144,6_144,144
7,576.3928571428571,157.38636363636363,7_153,6_153,153
7,547.4119170984455,167.80569948186528,7_154,6_154,154
7,610.6181818181818,198.77878787878788,7_163,6_163,163
7,588.8680981595093,203.16564417177915,7_164,6_164,164
7,574.5913978494624,46.76958525345622,7_169,6_169,169
7,498.48035714285714,227.82857142857142,7_177,6_177,177
7,484.50931677018633,185.0496894409938,7_186,6_186,186
7,497.45,20.708333333333332,7_189,6_189,189
7,431.4990654205607,363.57570093457946,7_197,6_197,197
7,462.01882352941175,354.67529411764707,7_200,6_200,200
7,448.3654970760234,493.96198830409355,7_204,6_204,204
7,436.15179968701096,538.2926447574334,7_225,6_225,225
7,548.2110552763819,940.855527638191,7_257,6_257,257
7,556.242474916388,974.4531772575251,7_270,6_270,270
7,389.4891846921797,1021.8136439267887,7_284,6_284,284
7,409.4382183908046,1043.2054597701149,7_288,6_288,288
7,342.88709677419354,782.0423387096774,7_305,6_305,305
7,369.1885593220339,761.9385593220339,7_315,6_315,315
7,634.705596107056,381.4184914841849,7_326,6_326,326
7,673.637168141593,386.05309734513276,7_335,6_333,335
7,654.436936936937,413.7072072072072,7_336,,336
7,677.7145421903052,274.45062836624777,7_353,6_353,353
7,504.8360655737705,881.2459016393443,7_363,6_363,363
7,501.06761565836297,901.3096085409253,7_366,6_366,366
8,178.97757255936676,465.86147757255935,8_1,7_1,1
8,31.787755102040816,183.52244897959184,8_12,7_12,12
8,54.02911208151383,238.7307132459971,8_16,7_16,16
8,37.262848751835534,670.5873715124817,8_24,7_24,24
8,168.0902934537246,355.12866817155754,8_28,7_28,28
8,132.31578947368422,351.1140350877193,8_29,7_29,29
8,157.52621722846442,421.09550561797755,8_32,7_32,32
8,183.52407407407406,395.39629629629627,8_33,7_33,33
8,153.48614958448752,508.7008310249307,8_41,7_41,41
8,285.494623655914,240.8494623655914,8_50,7_50,50
8,328.46220930232556,276.7994186046512,8_51,,51
8,287.4760147601476,301.00738007380073,8_55,7_55,55
8,304.2073170731707,350.37979094076655,8_63,7_63,63
8,199.14760638297872,811.75,8_76,7_76,76
8,223.41736227045075,843.677796327212,8_86,7_86,86
8,185.8,949.7015625,8_94,7_94,94
8,220.2066772655008,968.7138314785374,8_98,7_98,98
8,250.02542372881356,898.7118644067797,8_104,,104
8,224.38524590163934,917.483606557377,8_105,7_102,105
8,264.94074074074075,923.1925925925926,8_114,7_114,114
8,240.63756613756613,942.436507936508,8_115,7_115,115
8,456.18301610541727,86.88726207906296,8_125,7_125,125
8,472.3523537803138,119.37089871611983,8_133,7_133,133
8,504.20425531914896,50.734751773049645,8_137,7_137,137
8,504.76566125290026,130.3735498839907,8_143,7_143,143
8,548.4192307692308,125.23846153846154,8_144,7_144,144
8,575.5909090909091,157.88352272727272,8_153,7_153,153
8,546.1298076923077,172.47596153846155,8_154,7_154,154
8,609.4224598930481,197.62299465240642,8_163,7_163,163
8,589.5907859078591,201.18157181571814,8_164,7_164,164
8,575.9567307692307,45.40865384615385,8_169,7_169,169
8,489.8314917127072,232.28729281767957,8_177,7_177,177
8,484.40880503144655,185.42976939203353,8_186,7_186,186
8,496.3058350100604,19.338028169014084,8_189,7_189,189
8,430.4859649122807,367.2105263157895,8_197,7_197,197
8,461.78489702517163,349.4736842105263,8_200,7_200,200
8,449.9119769119769,492.9018759018759,8_204,7_204,204
8,438.92760180995475,539.4690799396682,8_225,7_225,225
8,548.7718446601941,940.7354368932039,8_257,7_257,257
8,551.6998491704375,977.4072398190045,8_270,7_270,270
8,390.1258064516129,1021.7516129032258,8_284,7_284,284
8,411.3114754098361,1042.8822652757078,8_288,7_288,288
8,344.2158671586716,784.1752767527676,8_305,7_305,305
8,371.02941176470586,759.5336134453781,8_315,7_315,315
8,655.7366863905326,359.6686390532544,8_328,,328
8,626.2776119402985,387.2985074626866,8_329,7_326,329
8,674.37,382.20666666666665,8_335,7_335,335
8,660.0935828877006,412.1550802139037,8_336,7_336,336
8,676.6579861111111,272.3333333333333,8_353,7_353,353
8,501.9542682926829,882.2835365853658,8_363,7_363,363
8,504.6015325670498,900.0191570881226,8_366,7_366,366
9,177.7516005121639,465.77464788732397,9_1,8_1,1
9,31.864693446088793,180.7970401691332,9_12,8_12,12
9,54.22065063649222,239.56011315417257,9_16,8_16,16
9,37.390581717451525,671.3975069252077,9_24,8_24,24
9,163.7114967462039,357.1344902386117,9_28,8_28,28
9,129.38329764453962,352.73019271948607,9_29,8_29,29
9,154.71535580524343,423.6479400749064,9_32,8_32,32
9,180.1474245115453,394.8952042628774,9_33,8_33,33
9,152.51006711409397,509.4738255033557,9_41,8_41,41
9,289.0375,241.5109375,9_50,8_50,50
9,326.73177441540577,278.38101788170565,9_51,8_51,51
9,287.61306532663315,302.0753768844221,9_55,8_55,55
9,303.8238341968912,350.32987910189985,9_63,8_63,63
9,196.9076086956522,811.5801630434783,9_76,8_76,76
9,222.88888888888889,842.2550860719875,9_86,8_86,86
9,184.54790419161677,954.3562874251497,9_94,8_94,94
9,223.13023255813954,976.1596899224807,9_98,8_98,98
9,245.66096866096865,901.9173789173789,9_104,8_104,104
9,222.09677419354838,924.6693548387096,9_105,8_105,105
9,267.2863436123348,921.3942731277533,9_114,8_114,114
9,239.22650602409638,947.0578313253012,9_115,8_115,115
9,453.87062404870625,84.88127853881278,9_125,8_125,125
9,471.00968188105116,119.58644536652835,9_133,8_133,133
9,502.3074753173484,50.634696755994355,9_137,8_137,137
9,504.8837209302326,130.15433403805497,9_143,8_143,143
9,547.4082397003746,118.27340823970037,9_144,8_144,144
9,573.0961538461538,156.0879120879121,9_153,8_153,153
9,543.7044917257683,175.5035460992908,9_154,8_154,154
9,607.3740648379053,200.62593516209478,9_163,8_163,163
9,587.5,203.87433155080214,9_164,8_164,164
9,574.8637037037037,47.653333333333336,9_169,8_169,169
9,492.8131313131313,224.58080808080808,9_179,8_177,179
9,484.61309523809524,251.91666666666666,9_180,,180
9,486.77536231884056,180.57971014492753,9_186,8_186,186
9,496.94274809160305,17.400763358778626,9_189,8_189,189
9,429.2116402116402,369.4109347442681,9_197,8_197,197
9,461.9977827050998,352.5254988913525,9_200,8_200,200
9,447.5081300813008,494.5284552845528,9_204,8_204,204
9,442.01878612716763,542.6835260115607,9_225,8_225,225
9,545.4169787765294,940.9388264669163,9_257,8_257,257
9,548.4807987711214,980.6743471582181,9_270,8_270,270
9,386.6281833616299,1022.5857385398981,9_284,8_284,284
9,407.33035714285717,1044.486607142857,9_288,8_288,288
9,344.68545454545455,786.5745454545455,9_305,8_305,305
9,371.2977412731006,761.0985626283367,9_315,8_315,315
9,646.4064039408867,362.5665024630542,9_328,8_328,328
9,619.2073170731708,396.49024390243903,9_329,8_329,329
9,678.6022099447514,384.38950276243094,9_335,8_335,335
9,656.2682926829268,414.5487804878049,9_336,8_336,336
9,677.4169491525424,272.4,9_353,8_353,353
9,501.1085899513776,892.22528363047,9_363,8_366,363
10,177.87676508344032,466.6829268292683,10_1,9_1,1
10,33.14977973568282,180.07929515418502,10_12,9_12,12
10,55.008344923504865,236.74408901251738,10_16,9_16,16
10,39.5818431911967,670.9312242090784,10_24,9_24,24
10,162.11203319502076,356.4149377593361,10_28,9_28,28
10,122.69722814498934,351.82089552238807,10_29,9_29,29
10,155.68738229755178,425.3126177024482,10_32,9_32,32
10,178.95621716287215,393.6602451838879,10_33,9_33,33
10,152.57640750670242,508.5536193029491,10_41,9_41,41
10,293.01914580265094,242.30338733431518,10_50,9_50,50
10,325.0931174089069,279.5910931174089,10_51,9_51,51
10,287.0927152317881,303.66887417218544,10_55,9_55,55
10,305.8611599297012,352.26186291739896,10_63,9_63,63
10,194.24279835390948,809.0727023319616,10_76,9_76,76
10,221.4485294117647,840.2132352941177,10_86,9_86,86
10,184.7585185185185,953.674074074074,10_94,9_94,94
10,225.93343419062026,977.6853252647504,10_98,9_98,98
10,246.779792746114,902.0777202072538,10_104,9_104,104
10,218.31487889273356,929.3148788927335,10_105,9_105,105
10,272.236276849642,916.7947494033413,10_114,9_114,114
10,243.05240174672488,943.82096069869,10_115,9_115,115
10,457.1063829787234,82.05319148936171,10_125,9_125,125
10,472.9203778677463,119.88529014844805,10_133,9_133,133
10,502.2503438789546,49.87757909215956,10_137,9_137,137
10,507.5368171021378,134.6817102137767,10_143,9_143,143
10,546.8381294964029,110.77877697841727,10_144,9_144,144
10,569.8636363636364,152.44628099173553,10_153,9_153,153
10,542.3784946236559,176.75913978494623,10_154,9_154,154
10,610.6624365482234,199.68274111675126,10_163,9_163,163
10,588.86,205.01,10_164,9_164,164
10,573.5989159891599,45.06775067750677,10_169,9_169,169
10,497.54794520547944,230.70205479452054,10_179,9_179,179
10,489.07423580786025,253.41484716157206,10_180,9_180,180
10,471.754617414248,191.778364116095,10_186,9_186,186
10,496.4911504424779,175.2920353982301,10_188,9_186,188
10,501.3619744058501,17.16636197440585,10_189,9_189,189
10,434.82897033158815,373.95113438045377,10_197,9_197,197
10,461.7579617834395,351.0276008492569,10_200,9_200,200
10,443.1887254901961,487.921568627451,10_204,9_204,204
10,444.0762711864407,539.5564971751412,10_225,9_225,225
10,548.6868932038835,942.4854368932039,10_257,9_257,257
10,549.4181818181818,981.4121212121212,10_270,9_270,270
